PH level (0-14),Hardness (mg/L),Dissolved Oxygen (mg/L),Biological Oxygen Demand (mg/L),Heavy Metals (mg/L),Nitrates (mg/L),Phosphates (mg/L),Turbidity (NTU),Conductivity (µ/cm),Water Type Probability
7.28,214.59,6.27,18.05,0.4495,31.35,0.77,5.34,1134.13,Inorganic
8,303.03,2.34,16.85,0.1992,45.6,1.87,43.39,415.72,Inorganic
8.89,370.53,5.05,25.25,0.3239,8.69,1.23,70.9,565.18,Inorganic
7.88,111.24,11,11.97,0.0423,2.99,0.26,87.67,1090.05,Inorganic
7.88,431.88,10.53,13.48,0.0625,21.58,4.35,1.5,76.2,Organic
7.59,311.09,3.22,13.57,0.1355,19.65,0.18,91.81,1774.68,Inorganic
6.81,107.43,10.61,19.27,0.1153,5.38,2.13,46.97,310.57,Inorganic
8.41,62.1,13.7,8.06,0.3673,19.37,1.82,91.86,764.34,Inorganic
8.87,326.96,6.57,15.99,0.178,5.22,1.02,81.67,1300.4,Inorganic
5.64,333.83,11.12,12.73,0.4435,45.72,3.02,63.17,1179.34,Organic
6.36,260.25,13.9,1.71,0.1502,27.52,3.16,60.21,924.11,Organic
8.91,495.15,13.7,24.09,0.1481,15.12,3.29,73.11,416.49,Inorganic
6.2,442.62,5.12,22.89,0.1273,32.6,0.16,73.25,925.01,Inorganic
7.93,110.12,2.27,8.39,0.3896,49.24,2.05,70.71,1998.27,Organic
6.21,242.67,6.6,23.77,0.1958,24.92,4.15,45.47,296.8,Inorganic
8.17,430,13.01,7.03,0.4268,23.07,1.25,12.16,644.02,Organic
6.88,364.95,6.8,14.95,0.2336,44.34,1.13,51.51,1152.6,Organic
8,192.83,13.07,22.23,0.1027,38.23,0.36,88.05,750.72,Inorganic
5.51,193.46,4.81,15.51,0.318,16.73,1.33,28.98,1786.06,Inorganic
6.26,51.77,12.65,17.05,0.4864,41.2,3.29,30.56,1672.39,Organic
8.25,457.6,2.96,22.58,0.1784,3.98,3.86,23.47,1560.15,Inorganic
7.6,374.16,10.29,29.69,0.1673,14.08,2.49,30.83,1567.29,Inorganic
8.57,495.41,3.99,16.98,0.3657,30.87,4.14,63.38,1564.17,Inorganic
5.67,474.32,7.42,26.99,0.1888,9.85,4.8,66.59,784.96,Inorganic
5.61,377.06,11.41,25.26,0.3784,48.91,0.58,69.8,1634.06,Inorganic
8.79,399.05,6.27,19.53,0.4423,15.29,0.55,76.08,1724.97,Inorganic
5.97,231.72,7.88,20.15,0.3511,12.98,3.21,64.16,348.36,Inorganic
5.51,250.17,11.44,19.66,0.3179,47.28,1.86,71.78,1838.86,Organic
8.99,182.38,3.95,18.86,0.1423,15.71,3.94,26.43,1621.66,Inorganic
7.21,237.74,4.5,20.12,0.002,34.07,1.02,18.91,897.39,Inorganic
6.51,57.64,5.32,7.93,0.3732,37.87,0.19,74.2,629.62,Organic
8.22,314.26,13.44,16.97,0.007,3.53,1.02,52.48,1688.62,Inorganic
8.84,344.08,4.47,7.9,0.1391,46.83,2.76,61.65,1767.55,Organic
7.47,241.94,5.04,3.85,0.341,46.18,3.08,73.62,596.75,Organic
6.71,343.66,5.45,13.51,0.3946,10.18,4.36,26.94,950.18,Inorganic
8.33,57.85,10.88,15.29,0.0124,19.62,0.05,17.58,1779.96,Inorganic
7.45,306.65,12.83,15.04,0.0379,8.83,3.02,28.97,276.38,Inorganic
6.58,97.24,8.1,28.14,0.001,30.84,1.23,90.94,279.07,Inorganic
5.7,491.21,13.14,17.23,0.257,17.16,4.5,15.24,647.26,Inorganic
5.57,128.59,8.1,29.82,0.0394,48.19,0.59,14.34,1391.68,Inorganic
7.96,244.85,3.13,6.66,0.2449,29.99,1.65,56.97,523.13,Inorganic
6.49,171.74,3.68,15.07,0.228,33.2,3.04,56.43,1443.04,Inorganic
8.83,143.92,5.48,23.38,0.3644,5.74,2.15,76.87,1760.07,Inorganic
7.86,371.7,5.96,11.15,0.3215,32.86,3.58,49.17,990.24,Inorganic
8.81,431.41,7.32,3.81,0.4509,7.61,0.85,20.03,847.79,Inorganic
6.77,434.22,4.8,19.01,0.0861,21.57,4.92,67.21,1163.58,Inorganic
7.11,361.72,7.73,8.17,0.4868,46.28,1.68,99.91,1423.49,Organic
7.45,98.51,7.33,20.92,0.2223,18.48,4.63,78.49,1511.06,Inorganic
5.66,353.48,8.91,19.15,0.1829,41.35,2.41,83.7,739.17,Inorganic
5.62,267.13,7.45,5.11,0.2771,29.84,1.04,53.29,965.86,Organic
5.62,286.49,12.75,21.72,0.4947,7.49,1.64,23.88,1716.6,Inorganic
6.76,417.23,4.98,2.67,0.3253,47.04,2.81,64.86,244.81,Organic
8.08,275.35,7.18,26.52,0.3504,19.98,3.26,31.33,1848.09,Inorganic
6,223.4,11.4,21.75,0.2358,44.57,0.5,67.45,1506.97,Inorganic
7.97,321.04,12.42,7.29,0.0201,6.04,2.68,15,191.54,Organic
6.54,497.12,4.49,14.22,0.0599,0.86,0.57,85.6,1421.4,Inorganic
7.22,141.28,7.52,22.76,0.3903,49.86,1.2,5.83,76.21,Organic
6.31,403.87,11.9,24.41,0.0882,17.86,2.8,39.69,1710.39,Inorganic
5.73,291.97,10.76,1.01,0.0353,40.16,3,58.92,274.63,Organic
7.91,220.61,3.82,1.73,0.3919,27.37,3.76,6.98,227.56,Organic
7.92,364.34,3.59,19.78,0.4022,31.32,3.18,33.18,627.48,Inorganic
7.8,374.3,12.72,12.19,0.1062,38.2,0.18,68.42,1271.05,Organic
7,234.05,9.92,25.73,0.1234,22.32,3.67,94.38,950.14,Inorganic
8.53,155.84,8.42,11.45,0.3491,35.42,0.39,40.06,761.54,Organic
8.02,459.71,12.09,9.9,0.4388,31.99,3.91,28.92,1931.07,Organic
7.57,307.58,2.51,28.18,0.1798,9.78,3.54,34.18,1951.01,Inorganic
6.96,366.22,6.14,7.18,0.21,47.84,4.9,99.56,1495.41,Organic
8.44,261.05,11.96,19.29,0.1865,47.12,3.22,14.42,1045.81,Organic
5.67,434.38,2.29,14.31,0.045,34.21,1.06,48.93,1043.86,Inorganic
5.56,411.62,13.38,26.93,0.2965,42.29,1.04,70.78,1185.96,Inorganic
8.16,459.05,4.88,26.35,0.2322,48.52,0.31,51,830.98,Inorganic
6.97,118.23,4.93,4.31,0.4201,37.09,1.98,40.81,761.9,Organic
8.38,434.2,9.45,10.99,0.2351,40.93,4.31,46.58,491.97,Organic
6.44,260.55,4.47,24.79,0.4684,15.55,2.11,11.47,1911.03,Inorganic
7.38,176.66,7.71,2.82,0.2193,3.96,1.82,55.02,380.68,Inorganic
6.84,72.57,7.81,24.48,0.1597,31.75,2.36,36.16,1365.74,Inorganic
8.81,344.41,4.43,16.14,0.378,19.86,3.39,59.44,1492.86,Inorganic
6.3,257.9,12.57,13.55,0.1101,3.92,0.06,74.28,1677.31,Inorganic
6.07,490.38,6.04,25.14,0.0508,25.05,0.51,24.98,327,Inorganic
8.65,270.23,6.55,5.54,0.1625,35.87,1.09,15.11,1763.81,Organic
8.66,439.56,9.52,23.52,0.0943,7.69,4.27,70.35,1008.67,Inorganic
6.61,300.21,7.7,8.77,0.4955,22.96,1.95,3.49,869.13,Organic
5.81,235.61,9.71,26.34,0.1778,12.43,4.61,51.17,641.28,Inorganic
6.62,480.24,7.69,1.35,0.2055,42.97,1.71,51.91,1602.4,Organic
7.97,455.52,3.11,29,0.2204,0.41,1.9,87.58,1677.89,Inorganic
5.97,391.78,13.4,13.5,0.3887,45.82,3.32,58.87,724.13,Organic
6.16,186.24,4.55,18.19,0.4215,6.79,4.79,44.89,1286.56,Inorganic
5.77,144.57,12.75,8.8,0.4221,13.01,0.73,82.23,1463.09,Inorganic
5.53,342.4,12.76,4.19,0.4773,20.8,0.63,81.89,1288.06,Organic
8.82,63.86,12,24.45,0.3092,27.84,3.67,11.72,749.77,Inorganic
8.63,261.42,4.99,23.15,0.2703,4.08,4.1,63.16,854.92,Inorganic
7.26,108.36,10.84,12.01,0.0598,43.18,3.69,40.99,822.94,Organic
8.13,424.33,2.26,3.73,0.481,27.5,2.79,21.46,1294.23,Organic
6.56,152.48,12.8,24.3,0.1742,13.7,4.18,25.28,1893.18,Inorganic
7.77,491.22,4.4,25.46,0.2498,29.47,3.68,65.64,914.61,Inorganic
8.29,473.97,11.39,23.46,0.1011,34.92,2.8,30,335.85,Inorganic
6.23,453.47,4.93,10.86,0.3236,44.67,1.03,77.45,220.57,Organic
8.6,306.61,9.91,13.57,0.0774,32.23,3.33,65.52,337.69,Organic
7.69,191.11,2.85,1.74,0.3252,16.71,3.73,62.65,1810.51,Inorganic
8.31,488.04,12.57,8.11,0.0461,19.41,4.73,85.29,345.44,Organic
8.89,380.6,8.57,18.15,0.0149,2.63,0.34,6.51,613.36,Inorganic
7.44,227.86,4.41,5.51,0.3694,26.77,4.01,9.26,265.27,Organic
8.25,245.48,11.65,19.66,0.0624,22.86,4.57,18.75,1450.79,Inorganic
6.98,390.38,9.99,2.07,0.3715,40.6,2.85,56.14,1532.56,Organic
8.24,168.06,6.34,11.77,0.0465,29.01,1.71,91.11,1896.24,Inorganic
8.98,259.74,11.93,4.29,0.1232,38.67,4.92,9.66,192.11,Organic
6.93,353.36,10.17,4.14,0.0176,2.27,2.91,72.92,1036.69,Inorganic
5.9,295.55,13.27,1.2,0.4453,6.11,0.1,63.24,201.58,Inorganic
6.67,486,3.2,1.89,0.4719,29.18,2.73,27.55,1816.95,Organic
7.16,202.19,7.62,8.28,0.1417,42.35,1.31,48.37,975.69,Organic
8.38,143.26,2.52,20.5,0.3482,43.33,4.01,94.98,1784.6,Inorganic
7.65,74.01,3.21,19.65,0.2764,18.63,4.04,98.03,735.95,Inorganic
7.97,221.63,11.86,27.44,0.2032,4.5,4.77,48.19,333.27,Inorganic
8.24,341.73,8.34,22.89,0.4008,23.49,3.56,51.73,1714.23,Inorganic
6.46,398.69,6.28,7.34,0.0271,25.99,2.93,33.51,358.73,Organic
7.32,232.06,3.78,23.21,0.3172,0.26,3.94,7.77,1900.71,Inorganic
7.7,479.34,6.65,18.28,0.4543,29.83,1.13,31.02,1622.53,Inorganic
8.8,396.13,9.63,26.27,0.4412,27.88,3.59,27.57,1011.77,Inorganic
6.87,160.04,11.02,24.35,0.018,4.15,2.92,9.4,535.59,Inorganic
7.16,358.41,4.97,24.8,0.063,32.04,0.28,12.26,1850.75,Inorganic
8.19,367.78,4.6,9.88,0.1804,25.39,2.05,24.05,1141.68,Inorganic
5.65,312.42,7.54,12.75,0.1977,15.08,0.99,30.73,768.05,Inorganic
8.55,52.44,13.45,14.95,0.1492,12.86,4.93,15.44,255.59,Inorganic
7.98,63.19,8.11,26.96,0.3466,15.25,3.57,84.71,1318.58,Inorganic
6.94,169.51,5.09,6.6,0.2948,15.28,2.88,13.8,310.66,Inorganic
5.86,148.52,10.25,20.78,0.1633,21.38,2.29,90.79,507.92,Inorganic
8.08,178.59,12.19,20.83,0.071,14.44,2.67,93.19,1825.56,Inorganic
8.36,256.24,2.31,20.21,0.1848,29.86,4.83,31.72,713.75,Inorganic
8.21,315.18,13.82,27.3,0.447,49.64,0.63,94.75,334.79,Inorganic
5.85,115.54,11.32,11.17,0.3342,15.78,0.61,10.58,1312.41,Inorganic
8,432.44,13.71,7.92,0.1702,43.68,3.1,22.41,1213.82,Organic
8.79,436.42,13.35,4.29,0.1306,37.02,2.07,73.41,1961.3,Organic
8.51,325.24,7.05,7.58,0.2111,49.25,0.49,36.67,1518.54,Organic
6.81,241.73,4.43,14.48,0.0925,25.51,0.47,10.26,969.54,Inorganic
8.75,67.98,3.91,6.03,0.0142,14.04,1.17,68.58,1409.7,Inorganic
8.95,419.21,8.58,28.6,0.3399,25.41,0.97,19.32,1785.74,Inorganic
8.86,442.07,9.57,8.18,0.2423,47.53,0.99,1.52,994.42,Organic
5.8,313.06,10.38,16.17,0.1974,27.48,2.25,35.24,1611.18,Inorganic
8.78,322.85,4.59,13.3,0.2203,25.88,1.15,7.3,1406.07,Inorganic
8.88,338.51,3.06,21.27,0.2123,32.88,4.25,77.88,1649.81,Inorganic
6.44,460.63,12.16,19.37,0.173,4.86,1.31,31.49,841.17,Inorganic
6.97,202.28,9.69,25.48,0.1151,1.65,1.78,33.13,145.88,Inorganic
6.6,490.83,10.47,3.62,0.2556,7.35,1.15,50.85,1229.03,Inorganic
7.09,439.27,4.23,20.19,0.4896,3.01,0.15,89.77,112.72,Inorganic
5.52,265.57,4.78,25.43,0.4971,47.39,2.88,2.3,1471.19,Inorganic
8.25,475.13,10.85,26.17,0.4492,0.62,1.96,82.14,1196.34,Inorganic
6.84,108.47,3.96,27.49,0.4014,39.61,4.87,78.95,1828.11,Inorganic
7.25,277.53,7.55,7.46,0.1211,42.84,1.44,51.73,322.87,Organic
6.36,374.85,7.79,19.85,0.1422,14.35,1.5,98.94,1120.74,Inorganic
7.58,184.05,6.2,23,0.1192,39.96,0.79,71.37,1202.6,Inorganic
6.44,130.16,13.18,24.93,0.1261,5.93,2.84,17.72,260.25,Inorganic
8.59,173.11,4.02,17.93,0.2104,13.37,1.21,66.01,997.58,Inorganic
8.99,277.65,6.42,19.15,0.0697,1.98,2.75,85.86,440.49,Inorganic
8.97,108.42,13.4,13.45,0.372,40.28,3.41,84.45,1123.31,Organic
8.08,97.42,6.47,27.09,0.433,25.51,1.78,98.63,1262.56,Inorganic
7.27,484.39,12.64,1.96,0.0739,20.26,1.28,3.25,1933.85,Organic
8.56,365.87,6.36,1.23,0.1002,15.1,1.02,33.87,1170.62,Organic
7.19,478.92,10.12,1.43,0.1197,26.87,3.86,32.11,1312.11,Organic
8.48,459.02,9.11,12.4,0.3765,17.24,0.46,76.46,1526.23,Inorganic
5.58,88.48,13.43,22.22,0.2832,10.99,0.86,25.5,626.52,Inorganic
5.75,162.74,14,25.34,0.4882,17.44,0.6,58.22,1339.48,Inorganic
8.91,464.35,10.66,19.08,0.3108,17.34,2.82,70.72,1410.87,Inorganic
6.13,415.84,5.09,13.82,0.3882,17.74,1.88,59.9,1730.27,Inorganic
7.85,342.51,6.27,2.42,0.3617,23.81,0.88,25.79,1791.94,Organic
5.85,354.79,11.04,2.84,0.2466,38.74,3.52,43.84,303.07,Organic
7.21,193.22,11.02,4.81,0.3876,24.59,0.35,69.01,274.98,Organic
7.26,88.3,5.75,3.17,0.0799,15.82,1.85,75.97,507.17,Inorganic
8.73,233.16,11.4,29.83,0.1816,7.32,3.81,18.47,873.6,Inorganic
7.34,440.98,6.23,7.79,0.2527,35.77,4.48,6.36,682.22,Organic
7.23,494.21,12.13,9.97,0.0473,23.17,1.08,22.85,1944.87,Organic
5.69,74.26,13.06,18.33,0.2266,36.9,2.61,94.48,1438.24,Inorganic
7.61,463,9.37,20.72,0.1285,33.88,2.78,61.04,1336.9,Inorganic
5.63,440.31,2.95,27.09,0.1068,9.99,2.36,66.77,1920.19,Inorganic
7.57,357.6,6.92,9.65,0.3769,27.64,1.04,52.87,1561.34,Inorganic
8.43,339.03,5.32,23.51,0.0272,8.83,0.51,24.74,1261.73,Inorganic
7.35,67.67,5.55,24.56,0.2677,17.07,3.08,61.97,1832.43,Inorganic
5.93,388.28,3.82,26.85,0.0247,29.43,4.76,9.67,87.24,Inorganic
8.18,138.62,9.41,8.96,0.0733,0.13,3.07,83.04,1845.37,Inorganic
8.45,148.4,6.11,18.17,0.3068,24.89,4.75,95.48,974.08,Inorganic
8.2,481.85,6.57,11.75,0.2294,35.26,4.34,74.19,1475.41,Inorganic
8.83,143.48,3.56,13.56,0.0204,18.13,3.99,14.14,144.34,Inorganic
5.98,382.29,11.68,23.37,0.2832,34.19,2.05,15.99,1868.65,Inorganic
6.52,303.67,9.63,6.52,0.0747,40.94,4.56,26.96,800.46,Organic
8.81,116.64,5.21,14.74,0.0774,14.89,2.85,97.97,145.08,Inorganic
8.53,242.41,3.39,28.61,0.0876,21.74,3.32,2.32,1527.82,Inorganic
6.35,367.6,3.37,25.43,0.0909,16.54,3.76,59.05,1892.84,Inorganic
7.72,175.49,10.07,18.64,0.2606,29.58,0.15,12.15,1884.45,Inorganic
7.09,467.1,11.08,26.8,0.1879,27.45,2.25,6.71,1179.44,Inorganic
7.58,453.89,5.27,19.91,0.1298,34.45,4.98,65.63,1531.38,Inorganic
6.23,300.84,3.64,20.52,0.2654,23.06,1.87,29.33,449.45,Inorganic
6.17,220.16,4.73,5.4,0.4838,49.47,3.13,30.21,856.35,Organic
7.68,106.75,12.21,21.32,0.0451,38.68,1.77,34.33,902.54,Organic
7.74,207.27,7.73,12.7,0.0448,9.03,3.7,11.28,1638.29,Inorganic
7.67,344.4,4.65,5.05,0.2659,18.82,2.97,87.51,1903.39,Inorganic
8.74,327.26,2.6,26.48,0.225,22.65,0.89,7.26,1971.36,Inorganic
8.65,391.72,7.23,23.98,0.1749,22.83,3.76,60.23,703.46,Inorganic
7.27,272.57,9.51,6.58,0.1745,8.93,1.8,57.32,808.65,Inorganic
6.96,410.47,9.6,10.22,0.397,49.07,0.02,31.96,1682.19,Organic
5.53,97.51,9.93,25.68,0.3892,19.88,2.82,61.65,239.5,Inorganic
8.17,57.91,6.53,28.65,0.2464,27.08,3.16,65.32,171.07,Inorganic
5.74,376.2,12.14,22.52,0.1405,44.12,4,57.3,1915.41,Organic
7.85,232.9,2.14,22.32,0.0054,44.66,4.25,55.07,1938.27,Inorganic
6.54,210.73,2.92,15.75,0.0935,32.89,1.98,23.62,1167.26,Inorganic
5.66,439.03,6.26,12.94,0.1965,15.44,3.72,81.74,584.96,Inorganic
5.83,198.41,12.55,19.62,0.3569,26.71,0.62,91.01,207.91,Inorganic
7.19,423.28,12.98,13.3,0.4938,32.02,1.46,79.98,617.1,Inorganic
5.62,493.67,9.88,20.8,0.2168,28.7,4.76,92.94,1094.67,Inorganic
6.53,356.24,3.22,23.97,0.0298,33.81,3.2,34.09,1300.28,Inorganic
7.51,167.34,13.51,14.81,0.4257,47.32,4.53,88.22,516.92,Organic
6.6,268.3,2.6,4.03,0.0344,38.96,2.57,82.46,1008.95,Organic
5.72,445.49,4.28,9.02,0.3449,43.52,4.74,8.27,143.84,Organic
6.81,80.16,10.27,3.77,0.081,31.07,0.46,72.73,120.31,Organic
7.05,332.07,7.95,12.17,0.2888,13.39,4.25,13.67,870.05,Inorganic
8.11,245.6,5.47,14.21,0.2116,48.82,1.14,82.26,322.16,Organic
8.58,496.07,7.1,11.93,0.386,33.08,3.2,2.93,1441.74,Organic
6.38,282.43,6.96,24.24,0.1035,9.56,3.4,32.61,108.12,Inorganic
6.72,309.28,11.3,13.67,0.1562,45.39,3.71,85.53,1519.83,Organic
7.56,131.29,13.47,3.11,0.1105,39.71,1.95,68.89,482.73,Organic
8.74,203.96,7.78,19.55,0.3461,32.46,4.51,65.23,1734.36,Inorganic
8.75,366.59,4.11,19.38,0.4348,20.03,4.55,80.19,1262.97,Inorganic
8.05,102.97,11.25,27.2,0.3138,30.42,1.41,9.19,782.27,Inorganic
7.83,442.77,7.25,10.24,0.2997,41.19,3.87,26.13,209.63,Organic
5.65,230.97,11.93,6.79,0.171,10.76,3.85,37.68,837.42,Organic
6.21,420.65,8.71,6.61,0.4735,18.52,0.31,28.69,953.11,Inorganic
6.1,66.73,12.77,20.38,0.3347,21.69,4.77,54.94,780.45,Inorganic
8.13,159.72,2.92,8.35,0.2578,29.04,1.41,87.86,718.61,Inorganic
7.52,270.75,13.8,16.03,0.3827,15.39,4.51,90.4,1038.05,Inorganic
6.87,249.88,10.8,9.39,0.3364,32.35,1.28,26.69,283.44,Organic
6.21,437.04,2.98,7.59,0.1547,27,2.96,38.22,813.36,Organic
7.55,397.31,13.97,28.38,0.1195,33.33,3.18,14.78,691.52,Inorganic
6.82,115.04,6.18,26.73,0.0733,25.77,3.24,25.19,896.61,Inorganic
6.48,137.4,7.72,24.23,0.4307,37.51,4.55,38.11,1485.91,Inorganic
6.93,212.13,6.05,20.49,0.3955,14.46,3.58,13.44,312.49,Inorganic
5.59,434.14,4.17,8.58,0.2665,39.7,2.58,49.21,1531.26,Organic
6.81,262.75,7.52,27.9,0.4662,48.88,0.07,74.05,1536.53,Inorganic
5.81,487.68,5.47,7.71,0.0795,11.15,2.71,40.46,311.14,Inorganic
8.13,129.6,3.53,6.85,0.4671,16.63,2.8,20.74,1278.29,Inorganic
8.99,218.02,12,5.01,0.447,13.26,4.92,67.77,1552.95,Inorganic
8.83,117.13,5.88,25.9,0.2005,0.72,3.43,16.65,1396.04,Inorganic
8.71,288.46,11.79,8.55,0.0975,6.91,4.07,56.68,953.28,Inorganic
8.55,460.46,7.04,8.37,0.2182,35.1,0.47,23.4,1096.72,Organic
7.16,265.21,7.68,25.01,0.3986,21.01,0.74,27.98,1781.28,Inorganic
7.55,87.34,5.6,7.12,0.1786,36.19,0.64,63.61,1134.93,Organic
7.59,360.06,6.41,14,0.1229,27.03,3.95,13.21,673.17,Organic
5.79,313.64,10.68,20.7,0.0397,43.02,0.84,30.14,997.42,Organic
6.39,189.28,6.87,3.76,0.0438,35.51,2.09,95.56,1095.35,Organic
7.51,209.29,9.89,26.47,0.1441,17.98,0.33,2.21,1079.67,Inorganic
6.72,100.98,7.86,9.85,0.0913,38.4,0.78,15.61,523.79,Organic
8.87,312.63,11.69,2.22,0.339,6.31,1.31,79.65,990.38,Inorganic
8.65,183.22,13.89,23.63,0.3876,16.95,3.77,23.2,142,Inorganic
7.7,441.18,5.62,14.31,0.3097,17.45,2.97,49.28,1110.96,Inorganic
7.44,247.13,12.64,8.81,0.0933,43.61,1.31,91.92,853.02,Organic
8.1,315.28,13.18,16.03,0.1515,48.6,2.11,11.12,1936.18,Organic
7.92,319.01,13.87,14.65,0.4941,27.81,0.38,80.58,182.56,Inorganic
7.44,422.89,10.9,5.31,0.3083,12.49,1.58,93.57,562.65,Inorganic
8.04,438.56,8.71,29.54,0.1801,42.9,2.91,51.88,1150.41,Inorganic
7.29,157.9,6.6,16.56,0.139,1.71,0.74,25.45,136.88,Inorganic
6.01,198.18,7.91,11.8,0.3047,33.44,4.9,17.36,1571.15,Organic
5.98,447.54,13.23,23.95,0.0868,5.53,0.1,8.52,539.65,Inorganic
7.85,483.08,6.87,8.85,0.0711,22.61,2.99,54.91,906.9,Inorganic
8.52,286.24,12.98,24.58,0.1134,30.97,1.02,23.28,490.27,Inorganic
8.62,393.81,5.03,27.59,0.1499,16.13,0.61,15.38,726.46,Inorganic
8.07,420.79,2.81,14.27,0.1262,30.09,2.24,27.64,589.24,Inorganic
8.17,416.57,4.02,25.46,0.4075,1.23,0.5,76.94,1030.96,Inorganic
7.02,158,8.34,11.72,0.1475,34.82,1.4,29.85,745.06,Organic
6.3,208.61,7.66,11.65,0.3645,7.9,2.96,14.52,256.49,Inorganic
6.04,164.89,9.95,7.12,0.1451,40.54,2.91,46.85,341.62,Organic
5.63,83.69,11.77,4.54,0.0259,40.38,1.08,92.11,1067.27,Organic
8.18,252.96,3.18,19.04,0.316,1.62,2.16,87.91,438.72,Inorganic
8.39,248.31,10.24,12.27,0.1483,49.13,0.83,65.77,1435.12,Organic
8.44,336.17,5.32,3,0.1785,35.22,0.39,59.17,441.05,Organic
6.32,67.46,11.35,13.13,0.1955,24.86,3.36,60.93,1122.17,Inorganic
8.85,269.52,2.28,29.35,0.2385,48.97,1.2,72.28,1634.12,Inorganic
8.63,498.5,9.29,25.89,0.2162,21.74,2.33,40.88,1146.99,Inorganic
8.53,353.46,5.04,10.89,0.2035,1.14,2.73,43.38,1836.06,Inorganic
8.56,342.87,2.85,19.22,0.2947,15.86,4.18,10.92,391.68,Inorganic
6.02,73.61,3.14,14.8,0.1515,7.49,1.36,99.84,1421.71,Inorganic
7.1,428.52,5.72,29.86,0.1709,14.9,3.94,84.69,1399.6,Inorganic
6.07,441.31,8.78,12.11,0.3188,16.61,2.69,82.24,1679.07,Inorganic
6.87,138.44,2.76,16.71,0.4907,46.72,1.22,84.91,587.64,Inorganic
6.74,130.47,7.2,15.51,0.0348,32.96,1.59,66.58,1047.41,Inorganic
8.83,469.08,4.69,9.23,0.0823,15.79,3.15,21.85,356.17,Inorganic
7,342.48,4.64,27.75,0.205,13.47,3.88,78.95,247.16,Inorganic
6.79,263.64,3.1,24.74,0.3884,3.12,4.41,3.39,1685.56,Inorganic
8.58,170.07,12.46,14.39,0.3972,26.03,1.6,15.35,1186.29,Organic
8.94,148.25,4.94,6.82,0.0361,22.59,0.34,1.52,647.36,Organic
5.51,257.25,2.76,16.17,0.2437,44.9,0.23,70.79,1714.11,Inorganic
7.03,159.78,2.76,16.64,0.2176,7.82,1.53,41.67,99.67,Inorganic
6.17,228.6,7.47,3.14,0.1602,29.64,2.45,41.01,1833.36,Organic
5.67,226.54,7.76,20.7,0.0719,13.34,0.14,69.73,1369.24,Inorganic
8.31,430.72,3.67,27.6,0.1657,37.27,2.84,42.98,1015.44,Inorganic
7.68,326.71,7.88,8.45,0.3113,27.22,0.67,18.42,425.91,Organic
5.73,363.05,6.95,13.26,0.0642,43.02,0.77,2.39,528.96,Organic
6.86,225.03,3.62,12.61,0.4623,42.23,1.38,63.98,118.76,Inorganic
8.31,60.73,13.25,2.97,0.4451,44.74,1.88,47.77,714.37,Organic
8.9,277.02,13.76,16.49,0.0765,29.15,1.24,24.14,1293.87,Organic
6.28,457.82,3.94,18.43,0.3454,18.97,2.53,44.63,1296.42,Inorganic
6.68,312.5,2.3,3.41,0.0641,2.07,3.73,50.89,723.04,Inorganic
8.09,250.62,8.29,17,0.0018,40.89,2.67,12.9,165.99,Organic
6.06,469.54,5.42,14.26,0.0179,20.16,1.67,53.36,1155.5,Inorganic
7.99,320.44,2,9.03,0.117,4.2,4.85,27.35,639.46,Inorganic
7.45,172.71,3.96,26.72,0.2828,9.94,0.06,49.39,170.72,Inorganic
8,73.36,13.57,11.86,0.0081,4.28,1.75,83.39,360.36,Inorganic
8.22,274.19,10.88,3.03,0.0234,10.95,1.93,43,1788.7,Organic
6.58,325.78,11.45,25.29,0.0431,13.09,1.69,24.42,1805.49,Inorganic
8.43,419.03,4.03,27.57,0.214,15.82,1.52,32.13,1802.55,Inorganic
6.47,429.72,12.48,23.91,0.0989,12.68,1.09,44,426.71,Inorganic
5.97,94.06,9.01,3.56,0.0163,27.91,1.99,35.12,1608.01,Organic
6,54.51,9.93,14.79,0.415,25.52,0.45,61.46,681.8,Inorganic
6.83,130.74,3.51,19.62,0.413,42.88,0.18,35.41,1387.63,Inorganic
8.44,112.03,12.87,21.38,0.172,40.17,3.59,43.04,641.42,Organic
7.28,196.84,2.83,16.41,0.2249,46.77,2.11,67.89,1458.65,Inorganic
8.87,380.83,13.45,14.8,0.025,17.98,0.48,79.4,366.53,Inorganic
8.4,383.55,4.07,26.08,0.108,11.71,1.12,71.06,124.88,Inorganic
5.65,78.9,7.23,16.33,0.0885,46.8,3.01,82.04,1241.17,Organic
6.14,397.11,12.99,27.82,0.1965,19.29,0.39,50.27,756.71,Inorganic
6.68,460.32,13.6,2.15,0.3263,49.65,1.82,91.75,583.29,Organic
6.3,319.96,3.2,12.5,0.0892,45.75,0.66,14.25,644.54,Organic
7.64,219.83,5.36,5.96,0.0229,28.43,4.98,89.92,152.24,Organic
7.46,236.66,13.51,26.49,0.1588,8.42,2.15,94.52,1186.17,Inorganic
6.45,55.14,6.22,12.57,0.185,39.5,0.45,30.06,140.47,Organic
7.48,192.48,8.32,2.3,0.3449,41.15,0.49,83.01,1674.79,Organic
6.93,433.15,12.62,2.65,0.2934,28.72,1.45,94.4,1176.84,Organic
8.89,127.51,12.19,6.12,0.397,34.24,0.27,94.21,604.65,Organic
8.76,408.74,3.22,24.21,0.3712,38.1,4.16,32.52,1087.17,Inorganic
6.33,101.02,4.61,27.92,0.4441,43.74,4.49,47.08,544.99,Inorganic
